customer_id,first_name,last_name,email,phone,city,state,zip_code,segment,created_at
CUST-0233,Thomas,Ortiz,burkeadam@example.net,698-730-2205x020,North Danielburgh,TX,21647,Business,2025-05-31
CUST-0234,Cheryl,Holt,tammycurry@example.com,3146556168,Taylorview,MD,43651,Business,2024-12-24
CUST-0235,Alicia,Dominguez,rodriguezjessica@example.net,917.994.6954x89952,Mortonbury,TX,93376,Enterprise,2024-04-09
CUST-0236,James,Wilson,hgarrett@example.net,296.560.5583,Jonathanland,IL,40841,Business,2024-04-19
CUST-0237,Andrea,Wang,jenningsmatthew@example.net,001-290-423-5577,Mooremouth,IL,70882,Business,2026-02-01
CUST-0238,Steven,Olsen,conleykevin@example.net,+1-858-480-3955x12405,Lopezville,VA,99006,Consumer,2024-04-28
CUST-0239,Michaela,Mckinney,robert73@example.com,243.984.2150x317,East Matthew,CA,63870,Consumer,2025-08-06
CUST-0240,Alexandra,Rowe,kaylagarcia@example.net,+1-923-207-6810x40915,New Katieport,WA,03447,Business,2025-02-17
CUST-0241,Larry,Mcclain,james44@example.net,771-742-2410x98813,Donaldport,VA,75747,Consumer,2024-02-19
CUST-0242,Charles,Austin,amber02@example.org,701.660.1662x9979,Lisaside,WA,10796,Business,2026-04-27
CUST-0243,Katelyn,Owens,christopherlang@example.net,817.447.7332x945,Kristinamouth,TX,59913,Enterprise,2024-11-10
CUST-0244,Cameron,Rodriguez,kmurray@example.com,001-959-892-8161x58148,Allenbury,TX,72321,Business,2023-11-17
CUST-0245,Timothy,Jones,lisagarza@example.com,001-958-732-1971,Port Seanport,WA,53689,Enterprise,2023-08-11
CUST-0246,Daniel,Cervantes,pmurphy@example.net,6138290227,Gonzalezmouth,MD,39787,Business,2025-02-09
CUST-0247,Robin,Torres,wrobbins@example.org,001-209-286-2405,Danielport,WA,04588,Consumer,2024-02-08
CUST-0248,Jacqueline,Long,jennifer66@example.com,+1-832-472-3865,Whitneyberg,CA,18101,Consumer,2023-06-08
CUST-0249,Deborah,Thomas,ibarrett@example.org,(867)996-9278,Kellyburgh,FL,56176,Consumer,2025-03-19
CUST-0250,Becky,Bradford,jenniferadams@example.net,001-950-309-7519,Lake Jessica,IL,98881,Enterprise,2025-09-25
CUST-0251,Steven,Miller,sanchezcrystal@example.net,+1-718-894-9058x07787,Susanport,NY,38408,Business,2023-11-26
CUST-0252,Heather,Harper,jessica94@example.org,+1-379-629-0490x4712,Davidview,FL,36574,Consumer,2025-12-21
CUST-0253,Alexis,Rodriguez,reneestevenson@example.net,452.943.7280x512,Townsendbury,TX,87095,Enterprise,2024-09-20
CUST-0254,Dana,Clark,brian41@example.org,(876)974-7836,Dustinchester,TX,02055,Enterprise,2024-04-07
CUST-0255,Laura,Reyes,suzanne01@example.net,+1-556-594-5441x4967,Ericaburgh,MD,41561,Enterprise,2025-01-15
CUST-0256,Emily,Decker,jenkinsalicia@example.net,553.344.3009x109,North Melissaberg,CA,49778,Enterprise,2025-05-14
CUST-0257,Rachel,Knight,pauladominguez@example.com,871-774-6542x1406,West Stephanieview,CA,23822,Enterprise,2024-09-20
CUST-0258,Travis,Mcfarland,fwhite@example.org,(286)339-1741,New Jessicamouth,FL,02960,Business,2026-02-01
CUST-0259,Eduardo,Bowman,ortegajoseph@example.net,969-308-7766x18306,Mathewport,FL,53010,Enterprise,2023-07-26
CUST-0260,Wendy,Holland,amanda51@example.com,001-943-528-0634x61571,North James,CA,94838,Enterprise,2026-05-22
CUST-0261,John,Price,victor70@example.org,205-406-1387x82931,Valdezfort,DC,81552,Consumer,2023-07-16
CUST-0262,Jacqueline,Anderson,cynthiaconway@example.org,592.891.1179x931,Lisafurt,FL,42999,Enterprise,2023-10-06
CUST-0263,Gabrielle,Gardner,mary30@example.net,(451)914-2625,New Billy,FL,13603,Enterprise,2025-10-09
CUST-0264,Crystal,Bennett,alexistucker@example.org,4216946723,Jenkinsburgh,DC,80525,Enterprise,2025-06-22
CUST-0265,Caitlyn,Love,burtonkimberly@example.com,(508)633-1819x58837,East Danielberg,WA,90317,Business,2025-12-05
CUST-0266,Rhonda,Jimenez,elizabethwilliams@example.net,(443)464-5970x108,South Zacharyland,FL,31342,Enterprise,2025-07-24
CUST-0267,Brittany,Nguyen,julievillanueva@example.org,001-215-831-3636x31797,East Sarah,VA,60137,Business,2023-12-07
CUST-0268,Nathaniel,Ellis,crystalcantrell@example.org,620-490-4217x76253,New Tara,CA,30608,Consumer,2023-08-29
CUST-0269,Melody,Burns,brittanyhood@example.com,4632356939,Bairdton,FL,62190,Enterprise,2025-08-07
CUST-0270,William,Simmons,zmendoza@example.net,477-731-8063,Johnland,WA,02588,Enterprise,2024-11-02
CUST-0271,Kevin,Warner,braysteven@example.org,001-862-657-0165x804,Port Gail,TX,81825,Business,2026-01-15
CUST-0272,Jill,Brown,pamela16@example.com,590.355.2818x325,Mclaughlinshire,GA,92624,Business,2024-01-11
CUST-0273,Julie,Perez,rachael86@example.com,9156577881,Oliverland,NY,25188,Enterprise,2026-01-27
CUST-0274,Stephen,Miller,keithfrye@example.org,(641)827-2380,South Michael,GA,58678,Enterprise,2025-08-11
CUST-0275,Andrew,Lopez,wigginsjesse@example.net,+1-456-695-5798x8774,Port Jordan,DC,63971,Enterprise,2024-07-07
CUST-0276,Keith,Bruce,michaelbryant@example.org,+1-428-942-2223x105,Mikeborough,MD,74227,Business,2025-07-09
CUST-0277,Elizabeth,Spence,nathanfernandez@example.org,+1-441-206-7275,Deborahport,IL,62617,Enterprise,2026-02-01
CUST-0278,Tara,Webster,laurenchandler@example.com,317-702-8140x69375,New Danielleshire,WA,69501,Business,2024-01-25
CUST-0279,Shari,Ramirez,millermelissa@example.net,+1-818-763-7599x80562,Watsonport,MD,45710,Consumer,2024-06-14
CUST-0280,Tiffany,Sawyer,lewispamela@example.net,(774)326-6299x12347,Davischester,CA,84230,Consumer,2026-02-21
CUST-0281,Robert,Peters,jamescollier@example.com,+1-570-249-4787,East Josefort,NY,16777,Consumer,2025-05-11
CUST-0282,Patricia,Butler,pknox@example.org,8146719597,Mccannville,VA,49417,Consumer,2024-12-08
CUST-0283,Barbara,Bruce,bonniethomas@example.com,001-325-520-4565x044,Port Cody,NY,99149,Business,2023-11-26
CUST-0284,Marcus,Stewart,joseph51@example.net,001-852-702-8457,North Jeffery,WA,66480,Consumer,2024-01-24
CUST-0285,Jacob,Prince,butlersabrina@example.org,(707)454-5279,Anthonyville,GA,29645,Business,2023-10-14
CUST-0286,Heather,Watts,david21@example.com,001-211-907-6031x089,West Bradleyport,WA,88002,Consumer,2023-06-07
CUST-0287,Colin,Martinez,brianagonzalez@example.net,(301)324-9552x893,New Jayborough,FL,37444,Business,2023-12-01
CUST-0288,Karen,Smith,glasssamantha@example.net,859.327.1256x6383,Davidville,FL,68622,Consumer,2023-10-22
CUST-0289,Kathryn,Bush,millertristan@example.com,779-447-3864x6317,Lake Travisville,DC,52453,Enterprise,2024-09-17
CUST-0290,Donna,Miller,ralphneal@example.org,001-621-653-5396x1367,Kellyfurt,VA,64009,Consumer,2024-12-06
CUST-0291,Dylan,Gibson,kingtyler@example.net,(701)401-7026,Christyville,FL,10530,Consumer,2025-05-19
CUST-0292,April,Vasquez,qharris@example.com,784.885.8800x6167,Stevenston,DC,23683,Enterprise,2025-01-25
CUST-0293,Michelle,Turner,travistaylor@example.net,(271)897-8897x7828,Troyfurt,IL,81364,Business,2025-06-05
CUST-0294,Katie,Mitchell,johnsonbrandon@example.com,(590)556-1655x650,Lake Larry,VA,11634,Enterprise,2026-02-16
CUST-0295,Cameron,Torres,geoffrey85@example.org,869.786.4079x056,Port Tracyborough,NY,44536,Consumer,2024-11-20
CUST-0296,Lisa,Contreras,christinacox@example.com,871.583.4404,Lake Meganville,GA,78077,Consumer,2024-05-29
CUST-0297,Carlos,Solis,wsimmons@example.org,+1-948-446-8536x6498,Lake Jacquelineburgh,GA,76109,Enterprise,2024-11-23
CUST-0298,Donna,Holloway,oadams@example.net,+1-869-808-3572x324,Michelleland,IL,83591,Enterprise,2024-01-04
CUST-0299,Robert,Colon,jonathanburke@example.com,812.830.3477,East Erikberg,WA,04320,Business,2024-03-04
CUST-0300,Linda,Hopkins,dawnwilliams@example.net,500.315.9416x5162,New Elizabethshire,GA,69347,Enterprise,2024-02-26
CUST-0900,Nicole,Johnson,john21@example.net,001-581-896-0013x3890,South Bridget,MD,01352,Consumer,2025-09-03
CUST-0901,John,Henderson,eric51@example.org,(615)759-4078x1618,Lake Chad,CA,87174,Consumer,2024-01-31
CUST-0902,David,Miller,michellejames@example.com,+1-952-855-3419x2832,Veronicaside,NY,29286,Consumer,2025-06-14
CUST-0903,Lindsay,Parsons,lydiatrujillo@example.com,513-695-3767x242,Hurstfurt,MD,47948,Enterprise,2024-01-22
CUST-0904,Mark,Hicks,camposmichelle@example.org,+1-326-691-6697x8480,Danielchester,IL,21231,Consumer,2024-10-04
